height,width,length,z_center,z_min_approx,z_max_approx,elongation,flatness,aspect_wl,volume,log_volume,footprint,slenderness,height_x_footprint,hw_ratio,dist_lidar,height_vol_ratio,z_min_abs,compactness,footprint_height_ratio,density,log_npts,class_ID,class_label,ego_x,ego_y,ego_z,ego_yaw
46.04249252547311,6.919076643389747,7.578013473035725,23.807228558288536,0.7859822955519817,46.82847482102509,6.075799771180487,0.9130462314443458,0.9130462314443458,2414.1393816006703,7.789512279369747,52.432856024574306,6.358535042231091,2414.13938160067,6.654427302732736,185.7479633485174,3.4321904563668495,0.7859822955519817,1.50428706454152,1.1387927357661125,0.0,0.0,0,Antenna,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
5.19331835334677,1.8057389203420724,3.925875741952428,0.8168884612210895,-1.7797707154522957,3.4135476378944745,1.3228432825446519,0.45995824601520297,0.45995824601520297,36.81598753753917,3.6327319639356443,7.089106623670309,1.950514538302455,36.81598753753917,2.8760073202403853,69.35236863118668,1.561107443441003,1.7797707154522957,1.094675445730575,1.3650437237497335,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
3.1250763006678115,1.6555040384705977,2.287847359500464,-8.421347369642145,-9.98388551997605,-6.85880921930824,1.3659461535712554,0.7236077317815757,0.7236077317815757,11.836353188926896,2.552281238366643,3.787540543057311,1.6057649726293124,11.836353188926896,1.8876887208048414,38.16983980442543,1.3712647753761982,9.98388551997605,1.0338612552025965,1.2119833817330907,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
10.840582090850846,2.96603511246603,8.43271651088573,-3.889277378146761,-9.309568423572184,1.5310136672786623,1.2855385422783776,0.3517294941241293,0.3517294941241293,271.14174769108587,5.606323061771509,25.0117332647591,2.167607815511,271.1417476910859,3.6549068638090856,54.089572762699746,1.6748932750729673,9.309568423572184,1.1453416482576209,2.3072315725433525,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
1.2016125317100634,3.2797226849400074,5.632890247545133,-9.245270387028231,-9.846076652883262,-8.6444641211732,0.21332077830448368,0.5822450892540187,0.5822450892540187,22.19897193545984,3.144107964563678,18.474317926651104,0.279563354129628,22.198971935459845,0.3663762601721442,71.0116815523586,0.4275499187692948,9.846076652883262,1.1995925368379368,15.374604907257046,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
6.541721578917919,2.7008777864134705,7.989454148849592,-6.688514438867179,-9.959375228326138,-3.4176536494082193,0.818794558056243,0.3380553584880855,0.3380553584880855,141.16079576295562,4.956958781487986,21.578539236196804,1.4082541359626424,141.16079576295562,2.4220724135780882,48.92081524471637,1.256379062450081,9.959375228326138,1.103175006612327,3.298602512485125,0.0,0.0,4,background,-168445.125,-86042.6953125,12774.3798828125,-100.79108428955078
48.16215412231918,6.139516688214698,7.612241289525736,-0.4079571047096895,-24.489034165869278,23.673119956449902,6.326934773939597,0.8065320652226996,0.8065320652226996,2250.881507859376,7.719521371471815,46.735482431760225,7.045024991889125,2250.8815078593766,7.84461653386664,192.31513649017828,3.674980384891493,24.489034165869278,1.5747663053839798,0.9703777433431323,0.0,0.0,0,Antenna,-164525.171875,-129881.3671875,14278.4794921875,46.65750503540039
3.441479323053765,1.4073038872769277,2.3001961307939736,-7.955467907354281,-9.676207568881164,-6.234728245827399,1.4961677732523821,0.6118190829193159,0.6118190829193159,11.14032652950775,2.496532682263683,3.2370749563657073,1.9127965802171054,11.140326529507751,2.445441495733291,145.32320132883913,1.5409168034628622,9.676207568881164,1.066981314358436,0.9406056676503053,0.0,0.0,4,background,-164525.171875,-129881.3671875,14278.4794921875,46.65750503540039
5.505975093788022,2.9171544985308366,6.523056372208131,-6.262421944465376,-9.015409491359387,-3.509434397571365,0.8440790297699335,0.4472066976087385,0.4472066976087385,104.77189646699574,4.661284855282233,19.02876324035719,1.2622022826593802,104.77189646699574,1.887447201223312,212.57504124885244,1.1679367054855838,9.015409491359387,1.0568033755836783,3.4560205805917854,0.0,0.0,4,background,-164525.171875,-129881.3671875,14278.4794921875,46.65750503540039
5.237886348566429,1.6398477304159045,3.5999704135148254,-6.915144399036113,-9.534087573319328,-4.296201224752899,1.454980387867251,0.45551700210081497,0.45551700210081497,30.92135561887975,3.4632752409429646,5.903403312166692,2.155782010806212,30.92135561887975,3.1941297057123563,208.28310560368428,1.6687959190970336,9.534087573319328,1.1127357700541092,1.1270583054522383,0.0,0.0,4,background,-164525.171875,-129881.3671875,14278.4794921875,46.65750503540039
